V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
0.412597252286581,0.10724861352387978,0.5185794453950965,0.48980568813614594,0.49278607560328896,0.8434114452094964,0.6431822579268301,0.8650725838782438,1.0381144787604693,0.3388351765726394,0.8901031452145353,0.8104245782683484,0.7061989301646889,0.6578213067280485,0.6021465378493075,0.5393236855261602,0.5455204999332236,0.8280163041964548,0.4241354861805264,0.5264797346188413,0.15299769720928358,0.5952491371830814,0.46403620320322864,0.8530970407963268,0.227466693200283,0.6756478739233948,0.8075002187701572,0.6492517237447504,0.6637659168779035,0.7294977534304059,0.37737519922926266,0.4435282768568693,0.620107848773792,2.1569191856945484,1.2750919850327662,1.087237048394652,1.1078460351201913,1.021932678909296,1.1954236690136222,0.5722978585853884
0.38497242243283564,0.7079065952023837,0.9029682540437372,1.0355282520823066,1.0116996495340551,1.4314146957848846,1.2228630117947321,1.4778222681410407,1.7711350267765167,1.1203427676301563,1.6120139404124998,1.5681805577848138,1.4821340249325026,1.431104973676294,1.3118071411383987,1.3146391930055294,1.2617893790618961,1.4582701085273775,1.2046825379320336,1.2367724307418535,0.9338312934215631,1.3766029454745072,1.2455959699387098,1.6250435830354009,0.9876476282374862,1.4544882880977308,1.574933586134504,1.3116332599115557,1.4451852203229243,1.3318593309176747,0.5068346123517634,0.5586318359070214,1.1928780852227214,2.926624647957783,2.0443313180145797,1.857103857398567,1.854547404783166,1.7451417184398965,1.9650845351035637,1.2654311098947313
1.8956668080739805,1.692297017735443,2.2803868986452915,2.2326303052947334,2.243268839585869,2.5006745295312096,2.343904705133272,2.494108481574004,2.397275957386918,1.7753897534338567,2.330624414745892,2.1591307943980342,1.76236510942553,1.9938949317654706,2.171110836176713,1.7238969817570784,1.4877457924051831,1.2259959408861534,1.8379857446953518,1.4773404933372722,1.7479703690157542,1.867605390016448,1.8197224428663927,1.7623364480167965,1.660625179108947,1.790363387658873,1.7125995913715868,1.3432260077740112,1.8455167737464775,1.2078444835637618,1.9990918476114268,2.1036449853373194,2.329349121125419,3.016557933627589,2.371284129824444,2.2478479843391743,2.392729719176322,2.416766457976717,2.3164571627539066,1.4281045086229964
1.635685974208608,1.2749235731477238,1.5596055941263778,1.3947474069307912,1.4263200726093652,1.3959574633837526,1.3676887637984014,1.3516505751551828,1.0185905677950922,0.9332356040510157,1.047998119597545,0.8810403879418048,0.5844923958308516,0.8215588627096225,1.1002063802308892,0.7225218123928716,0.7055425069681639,0.5896926529221752,0.8948798482013325,0.7302928440233619,1.0897681322917923,0.759900471290554,0.8451586577949786,0.4465826703445209,1.0058880319079102,0.6300971158825641,0.4616964421306918,0.6740034519228343,0.6798215819705148,0.7121571450744941,1.6082044723301563,1.6591542658877771,1.3749323284264756,1.393607657236209,0.8296417893651812,0.7802754226851566,0.9595507545329389,1.0602914647552346,0.8019026593690664,0.7036537276791552
1.6403728936839466,1.3083157323409398,1.7916268839489833,1.6747577353393508,1.697811580535656,1.8200001568824722,1.7205774095078472,1.7935614328284653,1.5747027820762258,1.1567122278998163,1.5510924513404978,1.3709411978483488,0.9732952281359255,1.2402603199552227,1.4847394330305688,1.0111135624025718,0.8266404197788546,0.5052735050468464,1.176457695621339,0.8335000238881966,1.2282955186992308,1.128392031367924,1.1388468094325075,0.9156021415232504,1.1251824740389829,1.0142108450995933,0.8827324221110905,0.6869556836742707,1.0757970879212262,0.5924892992255969,1.6752818903996587,1.7586923240140788,1.7165208920744297,2.0567521453985607,1.4698493741295104,1.3779973476166623,1.5439482854613051,1.6056871956466023,1.42695407578916,0.7780695952633055
1.7619499793839266,1.414531983940958,1.5679290511011421,1.3857022788026592,1.4201183258711474,1.2854812662144037,1.3118477123317132,1.2304994807731358,0.8225720692300205,1.015999435560215,0.9021532847185934,0.7711371191285702,0.6432637288301285,0.7877353730852933,1.0484821020448416,0.8100996015052585,0.891748728715681,0.8830395226332796,0.948239331429471,0.9188921933119201,1.1968590974458078,0.780894582150301,0.9003656355494275,0.4973725976243228,1.1347610234885634,0.6763945791373523,0.5483388773194833,0.9143036832180047,0.7007675116546114,0.9890231133612328,1.7051587978588811,1.7360054273401795,1.3263924950510269,1.0446326727352342,0.5431855278138878,0.5631398084185081,0.7375639954439015,0.8714297293359162,0.5419664866952608,0.9116554221736369
0.789681438336136,0.854199457970254,0.2623831040847403,0.359404105103977,0.3333097166514856,0.5098984455842366,0.4006333830154699,0.5746522192634624,1.0147241290037523,0.8756494252290251,0.8668146682569806,0.9468034954570689,1.163704337347253,0.9339947664601402,0.6622076268637803,1.0523840968688778,1.2038630080662627,1.5253385337417362,0.8739065846141387,1.1968652761136396,0.818956146750989,0.9865046159790362,0.9197430506801956,1.299913259809651,0.9192654009243229,1.117310903240965,1.2864647807200207,1.3450381806773315,1.0660483850057605,1.4560615368924232,0.6391728441106966,0.5451072865035868,0.3840802650488239,2.1787093247817984,1.3736714054052042,1.2215782085888784,1.1219564238952395,0.9688604443000954,1.309154938330975,1.2525535650190427
2.0267842777271468,1.9401337017309919,2.520842013007583,2.523473821413987,2.5249251800253867,2.855175374659215,2.6694144720076998,2.8630503522668893,2.86063809887064,2.152439156331954,2.765241038875617,2.6097151532643363,2.2419907117030053,2.432503732313526,2.5520023648023673,2.1620417354739283,1.9279461729858098,1.739207703422961,2.2334549019586682,1.9101587525728156,2.069710337964122,2.3074926521211645,2.2287784412569382,2.278079618934712,2.004668923311372,2.2597099698082217,2.2212775427738594,1.8052675309549662,2.3062126817258317,1.6790492632148268,2.1612860965471357,2.266681161675497,2.6488674779070935,3.6216444014020457,2.9017530837450543,2.7549448826737994,2.8769130456525107,2.870441576686712,2.8377278817249043,1.8721750581743815
1.7440166803532329,1.4276335458310112,1.9373931155212882,1.82986081297504,1.851287151339079,1.992891947975122,1.885492252666222,1.9686239461890938,1.7600204979496068,1.3141425538624965,1.733171727146679,1.553097428487863,1.1530442839123203,1.4180717254481217,1.6561564114833296,1.180963225534587,0.9836548187307618,0.6607927471743544,1.3410233458286909,0.9874586631707419,1.3702658235237164,1.3034413402580258,1.3057993160252284,1.1006437778220433,1.2674874110316126,1.19279519234598,1.0661490529670148,0.8377006995298754,1.25417107769097,0.7281884538391531,1.7918339948787072,1.8803192284852026,1.8799604108492987,2.2247608852640517,1.6560694183644171,1.564870426228875,1.730433814372844,1.7903560729913046,1.6137018804083665,0.931305966341406
1.9849432387125296,2.1902540384703655,2.5371799109015285,2.6560712303975165,2.6357639645797724,3.0554937400831257,2.843811079908102,3.096948446449135,3.3309474215771835,2.594723624863552,3.1816145224024717,3.0985072725605955,2.887511969461124,2.9338617750981286,2.887216615760705,2.735648670887088,2.580446826468753,2.6044652567089237,2.690717193046286,2.5535619526332254,2.4219603571813844,2.8441204292571443,2.7177837637033226,3.0000042049577558,2.4289238326220364,2.876863998897985,2.939849251152361,2.5452162701914007,2.891272413897885,2.483368716890369,2.128091585361464,2.1926007688320803,2.81433635213019,4.409627582430361,3.5430386531575393,3.357911546659095,3.3981862617160443,3.3141447928355694,3.464182824770673,2.552045992828212
1.6652399849910788,1.3888686702617885,1.945631933302694,1.8647016851498754,1.8812568006855732,2.0823459801485553,1.9485468560981822,2.0670838609311315,1.9191463895623393,1.368578429936123,1.8688397490955142,1.691966783104879,1.288543040888,1.5377325357264071,1.7454281026319312,1.2774254062503254,1.0520995926643004,0.7534618134147082,1.4152397357544844,1.04784974142552,1.3833744986669532,1.414573986294621,1.3885735087141289,1.2687942962703538,1.285317883924745,1.321784345164564,1.2238017530316125,0.9011004744313527,1.3804410539107106,0.7698875412683259,1.7373033360938133,1.8344156753385663,1.9384261926425932,2.4937635625697787,1.8641374221312188,1.7510663174024248,1.90457156356677,1.9432789128685937,1.8131642020732286,0.9935430690625068
