V1,V2
-0.27959589586782,0.44103186519251364
0.22322972293998747,1.0394448646117886
1.0390610798843056,-0.7281973299618706
-0.5865100715141996,-0.7531869628018358
0.08285183324603822,-0.8302423846779817
-0.9405196677579788,-0.7353823068173858
-0.850882901707406,0.9725502341731884
1.6038283926817936,-0.32629690075828793
0.2518303080174305,-0.910146709817404
1.8330696234422525,1.3319674353602555
0.5168151438514311,-0.7526394819473746
1.7781308108674452,0.44946142323689425
-0.011052714448360786,-1.2932399272627944
-0.4921635351172011,0.9331058333642432
-1.4067889060883945,0.17120331276303935
-0.8739251156025167,1.565009617792282
-0.4010640807942467,0.6840527401696074
-1.401054874134785,0.05034613423934747
1.0776741526233418,-0.02962374788680863
0.34026716226126,-0.8257115104174996
-1.1873145331237265,-0.5362315440168501
0.8597571509145387,-1.281045702828356
-0.9499465436610625,0.3787276290299333
-1.0161618063388127,1.066589299894044
0.9142928615726339,-0.1387621442062286
-0.9508785751493738,1.0172632373643133
-0.870555794111871,-0.08061540951392991
0.11692632715385592,-0.6541217477220993
0.3763806098480425,0.9321859177797777
1.4704354796091357,-0.7967846073280933
0.133995893403525,0.9973789580303278
0.16266924924828322,1.0138535215048872
1.073745300085197,-0.060934563552582054
0.3360309892314734,0.2459619511574028
0.6836259783563964,1.150399857465952
0.070835313538377,-0.06999587088092657
0.36291211365550224,0.931114184660474
0.535393472737416,0.2195702103881775
-0.5472125603394314,0.49059147225829053
-0.7754472124993909,0.32217303712145656
-0.32366844323681093,0.6903558148274241
-0.07696503257983571,-1.2105652415134924
0.4739043523174756,-1.1389112246982784
-0.1642693631543205,-0.4285367694401638
1.2590829634338483,-0.4188825871229042
-0.190806358065433,0.9465211933576559
-0.038664122120532836,0.8714987349366546
1.1387838542350588,-0.733320183478512
-0.1965180276156022,-0.7538391748009899
0.43859568471185845,0.24450091225223203
-1.0608433191245554,0.1868386977691718
-0.20603671773436924,0.7504817253875614
1.0033093951744216,-1.1050374185580403
-0.5827309978088069,0.3024327133762938
0.8794523021080757,-0.04509340473385365
0.9364255244373401,-0.9004654274449865
-0.5611792044106243,0.30967044677709293
-0.07277494240334383,0.8931514798453511
0.8818939204307642,-0.6703516415903826
0.7805253471478144,-0.8037307337062889
-0.9983123919222822,-1.0900143690725583
-0.6043926920031907,0.535280671331391
-0.14983173328685392,0.6097869669570419
0.6699777383836892,0.8437283117423832
-0.6651648091615198,-0.9662041142259863
-0.33534998157190365,-0.14475791727629383
0.6964976764759752,-0.8830501209794431
1.832747276241521,0.0010691143784408025
-0.7648743739172009,0.3604302646974724
-0.6488915848847334,0.5825784260632788
-1.2943535727291797,-0.31259325455976317
0.7719680818707358,-1.0165784658553754
1.5167340692751334,0.930533702404101
-0.046461209616755615,-0.43745882434019373
-0.5020665210326248,0.4127322847424893
-0.009636053038740908,0.8672008622128207
-0.9148850016396287,0.929810302293313
0.21807574391411064,-1.2370989332584215
0.8895233045576538,-0.17680913858957245
-0.5601508278902506,0.31520282338011857
-0.8577893779059157,0.03798729276539446
-0.7367433360116618,0.49070048120865356
-0.437624419319045,0.8407785321252189
-0.5563111978732963,-1.1657162998805168
-0.5741133893693615,0.09898520158455555
-1.3934371003829193,-0.597809323713661
-0.4347865913192792,-1.341753208597482
-0.7281572704620816,0.7257105850331503
-0.8916123879642015,0.16367706757592765
-0.2083343931482918,0.9219897986816221
-1.0322716411179425,0.26974160035847516
-0.7284229244704811,1.24799489933178
