2.07873,0.442006
-0.903253,-1.2264
0.368006,-0.585507
-1.21043,1.33654
-0.509764,-0.119765
-1.31963,0.776404
-0.305796,-0.059529
-0.764164,1.59464
1.29345,0.367425
0.837139,0.958713
0.647411,0.834211
-0.207851,-0.493551
2.51589,-0.515446
-1.43409,1.09945
1.05004,1.11409
-0.0481146,0.58169
0.835332,0.372658
1.36582,0.509377
-0.0341589,0.0303185
0.152093,-0.459663
0.0415496,-1.159
0.114081,0.589889
-1.92642,0.929047
0.864809,-0.205609
-0.27188,-0.149429
0.00493708,-1.36017
-0.294656,-0.313483
0.599399,1.19831
-0.189381,0.0840505
-0.390299,-1.95209
0.714006,0.262519
1.76639,-0.0896625
1.39125,0.0409675
-0.216092,-0.670428
0.552139,-0.484571
1.40557,0.238433
-7.80355e-4,-0.397221
-0.440904,0.694152
1.75354,-0.595082
0.490078,-0.684842
-0.441724,0.258728
-0.661523,0.658205
-1.41893,-1.85183
1.25747,-0.302485
1.35846,-0.594538
0.432566,-0.54546
-0.614116,1.0075
-0.487046,-0.54117
1.44453,-1.26025
1.42995,1.32133
0.244105,0.225384
-0.362789,-1.0843
0.0542198,-0.603698
0.0410535,-0.540791
-0.267454,0.919115
-0.777164,0.176317
-1.79505,-0.357125
-0.866196,-0.484781
-0.579057,0.858196
0.259969,-0.01305
0.726896,-0.565709
0.644809,0.190614
1.60175,-1.40548
0.522218,1.84347
-0.396076,0.461072
-1.38856,0.423813
-0.253354,-0.298629
1.61108,0.505201
0.783751,-2.02771
0.00168609,-0.837371
-0.131045,-1.98323
0.947627,0.644146
0.178025,0.437321
0.691442,-0.219377
-0.101713,0.229519
-0.0964393,-1.61776
-0.635018,-0.787045
-0.814005,1.67353
-0.33304,-0.430506
-0.251496,1.04942
-1.47717,-0.327931
1.2217,-0.0927557
1.1672,0.407531
-0.657069,0.327369
-0.247201,0.247637
-1.68877,0.348282
0.121902,0.71338
0.110626,-0.638854
0.545589,0.54536
-1.89441,0.553555
0.945067,0.858371
-0.801692,-0.626229
-1.38852,-0.577014
-0.0278551,0.293082
0.976095,-0.219407
0.916059,-0.597855
-0.312806,-0.285563
-0.327201,-0.301445
0.492101,0.387826
0.293477,0.979445
-0.401018,0.860926
-0.21348,-0.32683
-0.654325,-1.17972
1.2133,0.12174
0.342248,-0.440972
-0.124108,1.37938
0.685045,-1.53196
-0.859875,-0.67013
-0.572382,-1.13688
2.09564,-0.7232
0.978476,0.962286
0.0075784,-0.993173
