initialized, 1, 0, 0.281088, 0.428801, 0.232956, 0.0947083, 0, 1
initialized, 2, 0, 0.28126, 0.429349, 0.231078, 0.0957972, 0, 1
initialized, 3, 0, 0.280954, 0.429765, 0.224297, 0.0964583, 0, 1
continued, 1, 1, 0.281137, 0.428427, 0.235063, 0.0265901, 0, 1
continued, 2, 1, 0.281154, 0.429892, 0.230141, 0.0278999, 0, 1
continued, 3, 1, 0.281224, 0.429265, 0.229619, 0.0280997, 0, 1
