initialized, 1, 0, 0.292254, 0.387753, 0.241305, 0.0746647, 0, 1
initialized, 2, 0, 0.292247, 0.385213, 0.241066, 0.0746176, 0, 1
initialized, 3, 0, 0.292428, 0.386428, 0.240808, 0.0736, 0, 1
continued, 1, 1, 0.292206, 0.386893, 0.24019, 0.0204678, 0, 1
continued, 2, 1, 0.292211, 0.387072, 0.240769, 0.0204678, 0, 1
continued, 3, 1, 0.292557, 0.386951, 0.239794, 0.0196274, 0, 1
